Code;TAS20;F1;F2;F3;Gender;Age;Card;Text
0e5421ba26b1f23f62d8393bf4ffd526;43;14;14;15;1;37;13N;Es una señora que está haciendo parte del servicio, está subiendo al piso superior de la casa, que parece una mansión, como para hacer las tareas del hogar en el piso superior.
0e5421ba26b1f23f62d8393bf4ffd526;43;14;14;15;1;37;13HM;Hay una mujer en la cama, que está semi-desnuda y un hombre que está llorándola. Parece que esta mujer tiene que haber cometido suicidio o algo porque está el hombre como muy afectado y está en la cama, o se la ha encontrado muerta, está fallecida.
0e5421ba26b1f23f62d8393bf4ffd526;43;14;14;15;1;37;12VN;Parece que alguien ha estado pescando. Ha terminado de pescar y ha dejado la barca aparcada con los aparejos, se ha ido a buscar algo, y mientras tanto pues es una escena muy bucólica con un árbol y una barca.
49754e295b3525d410df129abc818e4d;36;15;8;7;2;27;1;Un niño al que le obligaban a tocar un instrumento, cuando en realidad quería salir a jugar.
49754e295b3525d410df129abc818e4d;36;15;8;7;2;27;9VH;Un grupo de exploradores que decidieron acampar en mitad del camino.
49754e295b3525d410df129abc818e4d;36;15;8;7;2;27;11;Un camino en mitad del bosque que te lleva al mejor mirador del mundo.
49754e295b3525d410df129abc818e4d;36;15;8;7;2;27;13HM;Un hombre que encuentra a su mujer muerta, se había suicidado. Él se siente culpable por no haber pasado el suficiente tiempo con ella.
4509cf6e9d9a624a3a809bf96cfbdbd7;38;12;14;12;2;43;3VH;Pues no sé. Puede haber llegado por la noche de fiesta y se queda dormida ahí con la ropa y sin quitarse las lentillas. Y hasta el día siguiente.
4509cf6e9d9a624a3a809bf96cfbdbd7;38;12;14;12;2;43;3VH;Le obligan a tocar el violín y no le gusta, está aburrido, se duerme. Pero es que tiene un gesto un poco preocupante.
4509cf6e9d9a624a3a809bf96cfbdbd7;38;12;14;12;2;43;3VH;Un niño que a lo mejor está abandonado por sus padres, al que le cargan de un montón de tareas, está cansado, hace lo que puede, no está feliz.
4509cf6e9d9a624a3a809bf96cfbdbd7;38;12;14;12;2;43;7VH;Parece que están atendiendo a algo, podría ser una conferencia y están haciendo comentarios entre ellos. Este está muy atento, aunque también tiene ojos un poco de…
4509cf6e9d9a624a3a809bf96cfbdbd7;38;12;14;12;2;43;12VN;Es un poquito abandonado y triste, pero bueno puede ser un buen sitio para una acampada.
581800d76e962da7850f9ef1804b202c;55;20;18;17;1;33;1;un niño al que su padre músico le había regalado un violín. Pero este niño no quería ser músico, le gustaban más las matemáticas. El niño se encuentra triste porque tiene que ponerse a practicar, pero no le apetece.
581800d76e962da7850f9ef1804b202c;55;20;18;17;1;33;9VH;un grupo de mafiosos descansa en el césped después de haber uído tras uno de sus golpes. Se encuentran ya lejos de la ciudad donde han cometido el delito y por eso están tranquilos desansando mientras uno de ellos hace guardia.
581800d76e962da7850f9ef1804b202c;55;20;18;17;1;33;11;un assalto a un castillo. Un grupo de guerreros lleva un ariete para romper la puerta del castillo que ya ha sido dañado anteriormente por las catapultas.
581800d76e962da7850f9ef1804b202c;55;20;18;17;1;33;13HM;un hombre que mató a su amante en un impulso porque esta le amenazó con contarlo todo si no hablaba con su familia. El hombre la mata a golpes en un impulso agresivo y ahora está desesperado porque no sabe como salir de esa situación.
581800d76e962da7850f9ef1804b202c;55;20;18;17;1;33;9VH;Es gente que en una jornada laboral está descansando, pues es su rato de descanso, y nada, parece que están en el campo así que entiendo que están trabajando al aire libre, aunque estén bastantie bien vestidos. No me imagino qué pueden estar haciendo.
581800d76e962da7850f9ef1804b202c;55;20;18;17;1;33;18NM;Una mujer está sujetando el cadaver de su madre, que acaba de fallecer, en casa. Por la edad de la mujer, diría que su madre tiene una edad evanzada así que habrá fallecido por temas derivados de la edad.
581800d76e962da7850f9ef1804b202c;55;20;18;17;1;33;11;Parece ser que puede ser como un puente que entra en un castillo, ahí veo unas sombras, puede ser gente que esté entrando a una ciudadela o algo así. Están agrupado, puede ser un ejercito volviendo de un combate. Un ejercito volviendo del combate a una ciudadela.
72a0db82452f226266fed2362cbd67cd;47;17;10;20;1;35;13V;Estoy viendo a un niño que está triste mirando el horizonte porque han venido los vaqueros y han matado a toda su familia.
72a0db82452f226266fed2362cbd67cd;47;17;10;20;1;35;7VH;Hay un hombre que le ha pasado algo, está medio cabreado. Yo creo que le han ido mal los negocios a este hombre. Y hay otro hombre mayor que está mirando con cara de sabiduría como si le fuese a dar consejo sobre la vida. Y le dice no te amargues hombre.
72a0db82452f226266fed2362cbd67cd;47;17;10;20;1;35;11;Esto es una historia muy bonita porque se han ido por ahí a buscar un tesoro, se han perdido en la jungla y entonces han llegado a un lugar que hay una pared de piedras, y hay unas rocas que se han caído y en el fondo se ve algo como iluminado y es un tesoro que está brillante, pero tienen miedo de ir a por él, porque seguro que tiene truco esto y algo va a pasar, como en las películas.
72a0db82452f226266fed2362cbd67cd;47;17;10;20;1;35;9VH;Son vaqueros que estaban ahí sacando las vacas y han dicho es la hora de la siesta, ¿no? Y se han apiñado todos debajo de un árbol y como son muy amigos se están apoyando unos en los otros.
9441e8d938e3c168a4b3e82e52903416;46;14;14;18;2;28;1;un niño que debía acudir a clases de violín todas las tardes de la semana. No sabía si le gustaba realmente o no, pero sus padres le forzaban a hacerlo. Sus pensamientos divagaban en los juegos infantiles mientras la partitura y el violín que tenía enfrente se le hacían eternos.
9441e8d938e3c168a4b3e82e52903416;46;14;14;18;2;28;9VH;Varios hombres habían decidido descansar en medio del campo, sobre la hierba alta que acolchaba el suelo, exhaustos tras un duro día de jornada laboral. Nos situamos en los años 20, donde vistiendo de forma elegante, la jornada había representado intentar asaltar varios domicilios para conseguir comida para comer.
9441e8d938e3c168a4b3e82e52903416;46;14;14;18;2;28;11;El fin del camino empedrado estaba cerca, si te caías morirías, entre otras cosas arrastrado por el agua y tras el impacto contra el muro. Nos encontrábamos en un lugar remoto, árido y poco apacible. No sentíamos confianza alguna y sólo queríamos huir.
9441e8d938e3c168a4b3e82e52903416;46;14;14;18;2;28;13HM;Acababa de fallecer su mujer. Estaba desconsolado y no podía entender cómo había ocurrido de forma tan repentina. Ella yacía en la cama sin apenas vestimenta. Al menos había muerto feliz, pero el tiempo se había desvanecido demasiado pronto.
9441e8d938e3c168a4b3e82e52903416;46;14;14;18;2;28;10;Parece una pareja y que es un hombre de mediana edad, ella le está abrazando y está cuchicheando algo al oído y ella parece que está afectiva, así con los ojos cerrados como dando señal de cariño.
9441e8d938e3c168a4b3e82e52903416;46;14;14;18;2;28;13N;Se ve como una escalera antigua, de los edificios de antes, y hay una señora que parece que va a subir, puede ser por ejemplo una señora que trabaje en la casa, por la vestimenta que lleve, y bueno, pues va a subir hacia arriba y ponerse a limpiar las escaleras o las casas del edificio.
9441e8d938e3c168a4b3e82e52903416;46;14;14;18;2;28;12VN;Estamos en el campo, hay un arbolito, con una canoa que podría ser de un pescador, está cerca del lago, entonces, pues el pescardor probablemente tenga una casa de campo igual cerca, salga por el lago a dar un paseo, a pescar o lo que sea, y puede ser que estemos en primavera porque parece ser que hay flores en los árboles.
aa66c6ab61f2cf6a96cc1de4479c9c06;70;28;20;22;1;56;1;que encontró un violín que perteneció a su abuelo, despertando desde ese momento su inquietud por la música y su interés por aprender a tocarlo.
aa66c6ab61f2cf6a96cc1de4479c9c06;70;28;20;22;1;56;9VH;descansando en la pradera después de una dura jornada de trabajo 
aa66c6ab61f2cf6a96cc1de4479c9c06;70;28;20;22;1;56;11;una excursión por la montaña entre barrancos y ríos turbulentos
aa66c6ab61f2cf6a96cc1de4479c9c06;70;28;20;22;1;56;15HM;despertando después de hacer el amor con una bella mujer.
06149a5d3a9ad9dd786dbc97ec55cb98;29;8;6;15;2;58;1;Es un momento para la lectura o estudio que me recuerda a mi epoca estufiantil de mi infancia.
06149a5d3a9ad9dd786dbc97ec55cb98;29;8;6;15;2;58;9VH;Tras una gran caminata nis relajamos debajo de la sombra de un gran árbol.
06149a5d3a9ad9dd786dbc97ec55cb98;29;8;6;15;2;58;11;Me recuerda al paisaje donde yo vivo, esos barrancos llenos de agua glaciar tras el deshielo, tipico de la primavera en el Pirineo.
06149a5d3a9ad9dd786dbc97ec55cb98;29;8;6;15;2;58;13HM;Imagen que me recuerda la despedida de un ser querido.
3d7431322c06c2f0836a2432d477973f;44;14;12;18;1;61;1;un niño que tras horas de práctica infructuosas con su violín estuvo a punto de abandonar sus estudios. Pero en lugar de ello tras dejarlo reposar sobre la mesa al explorar su estructura, materiales y funcionamiento supo encontrar como transformar la frustración que estaba sintiendo en un camino de aprendizaje interactivo con su instrumento, compañero de nuevas aventuras llenas de asombro.
3d7431322c06c2f0836a2432d477973f;44;14;12;18;1;61;9VH;Tras la dura tarea de recoger las uvas en el viñedo, los muchachos se echaron una siesta en el prado mientras hablaban y fantaseaban sobre sus enamoradas y las proximas fiestas del pueblo.La tarde transcurrió apacible y al bajar la solana volvieron a su trabajo con ilusión de cumplir sus sueños en un futuro cercano.
3d7431322c06c2f0836a2432d477973f;44;14;12;18;1;61;11;"La búsqueda no había resultado infrucuosa, el sonido y la sensación de humedad creciente que había percibido en el aire no lo habían engañado; ahí estaba frente a el ese manantial que surgía a borbotones desde la pared del escarpado desfiladero. Supo entonces que podría saciar su sed y continuar adelante."
3d7431322c06c2f0836a2432d477973f;44;14;12;18;1;61;13HM;"La desesperación se apoderó de él, comprendió que todas las señales que ella le había dado sobre su desencanto con la vida eran la antesala de un suicidio premeditado que no vio venir; no pudo llegar a tiempo para salvarla."
608af5455da8c250a87f81a5ed5c1942;51;15;16;20;1;42;1;El niño estaba sangrando por la boca porque se había mordido los labios, de la rabia que le daba tener que tocar el violín.
608af5455da8c250a87f81a5ed5c1942;51;15;16;20;1;42;9VH;Se habían pasado todo el día corriendo y jugando entre ellos. Ahora se han parado para dormir, porque están agotados de las sensaciones que han tenido antes.
608af5455da8c250a87f81a5ed5c1942;51;15;16;20;1;42;11;Hay unos toros que están enfadados y se preparan para atacar. Van a bajar todos corriendo por la cuesta y si pillan a alguien lo más seguro que es que lo maten.
608af5455da8c250a87f81a5ed5c1942;51;15;16;20;1;42;13HM;Un señor que se arrepiente de haber matado a su mujer. Está pensando en que se tiene que entregar ahora a la policía y explicar lo que ha pasado.
1f7e8a316c948d5ff7ae4e50e0630437;51;15;18;18;1;37;1;La frustración de aprender un nuevo instrumento cuando no tiene talento musical. Estudiarlo en vez de practicarlo puede ser un rollo.
1f7e8a316c948d5ff7ae4e50e0630437;51;15;18;18;1;37;13HM;Es una pareja y el hombre se encuentra arrepentido por algo que ha pasado y culpable, por algo que no tiene el control. El algún momento ha habido algo  complicado porque se está tapando la cara y la habitación es algo muy antiguo, pero está con corbata y no en pijama así que probablemente se ha encontrado algo que no quería ver.
1f7e8a316c948d5ff7ae4e50e0630437;51;15;18;18;1;37;13V;A mí me recuerda a los chavales cuando no sabían a qué jugar, hacer un instrumento con las manos para que suene como una especie de flauta con las manos así. Me llama la atención que el niño sale fuera por la oscuridad que hay dentro. Es una casa que no tiene luz, entonces pues él, todos salimos a tomar el fresco, pero en esta casa parece que hay una oscuridad muy grande.
1f7e8a316c948d5ff7ae4e50e0630437;51;15;18;18;1;37;12VN;Estragos de la sequía, ya que donde antes había un lago ahora sólo se ve toda la tierra y deja atrás objetos inservibles como podría ser una barca en medio de un bosque.
72496029e8050915ade415e8153de2ab;46;18;12;16;2;36;1;Un niño aburrido pensando como iba a aprender a tocar el violín si el quería tocar el piano. Se estaba quedando dormido mientras miraba la partitura, la noche anterior había bajado con su padre a la feria y se había acostado tarde. En cuanto llegara a casa, le diría que no quería seguir con las clases de violín.
72496029e8050915ade415e8153de2ab;46;18;12;16;2;36;9VH;Un grupo de hombres que descansan después de su última fechoría, ser un gánster no es tan glamuroso como uno pueda pensar. Hacia poco que habían perdido a Rechi en una trifulca con la policía, fue un duro golpe, y Banner había empezado a cuestionarse su estilo de vida. Si quería que el grupo siguiera unido tendría que llevarles a divertirse un rato y descansar antes del siguiente golpe.
72496029e8050915ade415e8153de2ab;46;18;12;16;2;36;11;La nave había aterrizado con éxito y el dragón quiso acercarse a echar un vistazo, le encantaban las luces. El ruido había sido molesto y le había despertado pero algo así de interesante merecía su atención. De la nave salieron 3 personas, que al verle se asustaron y se refugiaron de nuevo en ella, el se quedó allí con curiosidad, hasta que uno de ellos se atrevió a salir y habló en su lengua. Le pareció divertido, y como tenía más curiosidad que hambre, dejó que la pequeña criatura hablase.
72496029e8050915ade415e8153de2ab;46;18;12;16;2;36;13HM;El doctor solo pudo certificar su muerte, estaba agotado después de todo el día haciendo visitas y aquello le había dejado tremendamente exhausto. Tan solo tenía que regresar a casa, tomarse un whisky y mañana amanecerá de nuevo.
28c8077263a82f72c525546ff0ddd3e5;41;13;12;16;2;37;1;un niño llamado Pablo al que le habían regalado un precioso violín por su cumpleaños, pero cuando se puso a tocarlo, como no sabía, se le rompió una cuerda y se puso muy triste. Menos mal que su padre sabía y se la arregló rápido.
28c8077263a82f72c525546ff0ddd3e5;41;13;12;16;2;37;9VH;Tras pasar todo el día segando los campos de trigo bajo el sol y con un calor agotador, el grupo de trabajadores aprovechó el momento de después de comer para echarse una siesta reconfortante.
28c8077263a82f72c525546ff0ddd3e5;41;13;12;16;2;37;11;Tras un viaje lleno de aventuras y dificultades, por fin llegaron a la cascada tras la que se escondía el tesoro ansiado, finalmente habían encontrado el escondite del Tesoro de Barbanegra.
28c8077263a82f72c525546ff0ddd3e5;41;13;12;16;2;37;13HM;Por más que intentó salvarla, el doctor no pudo hacer nada por la pobre Luci, que murió en su cama tras horas de fallidos intentos de recuperar su corazón.
28c8077263a82f72c525546ff0ddd3e5;41;13;12;16;2;37;3VH;Le acaban de dar una noticia muy mala porque le han dicho que su hijo se ha caído por la escalera y está sufriendo muchísimo y le da muchísima pena.
28c8077263a82f72c525546ff0ddd3e5;41;13;12;16;2;37;10;La señora que se le ha caído el niño por la escalera antes, resulta que ha ido al hospital y parece ser que las heridas no eran tan graves y el niño está estupendamente, así que le ha abrazado y le da muchos besos porque le quiere mucho.
28c8077263a82f72c525546ff0ddd3e5;41;13;12;16;2;37;11;Es una cascada, que hemos llegado buscando un tesoro y es el último punto antes de llegar al tesoro. Detrás de la cascada está el tesoro pirata del capitán Barbarroja, que escondió allí con muchos lingotes de oro.
28c8077263a82f72c525546ff0ddd3e5;41;13;12;16;2;37;9VH;Ha sido una tarde muy calurosa y después de trabajar todo el día segando en los campos están muy cansados y han decidido descansar un rato para luego irse por ahí.
29d3a4409792f6a28f9eefbdd7ebcd37;43;10;12;21;2;45;11;Esto es en la época de los dinosaurios. Esto es un puente y aquí hay un precipicio y están pasando caballeros porque quieren subir las paredes del castillo. Y desde arriba están echando agua hirviendo.
29d3a4409792f6a28f9eefbdd7ebcd37;43;10;12;21;2;45;7VH;Son dos señores viendo la tele, que están viendo las noticias, viendo los resultados electorales.
29d3a4409792f6a28f9eefbdd7ebcd37;43;10;12;21;2;45;3VH;Esto es una señora que le acaban de dar una mala noticia por teléfono y está muy triste.
29d3a4409792f6a28f9eefbdd7ebcd37;43;10;12;21;2;45;9VH;Son unos señores que estaban trabajando en el campo arando y es la hora de la comida, han comido y se están echando una siesta.
5c816bcb2c5a1a6c5c353f7b24bba02f;48;10;16;22;1;28;1;El niño se siente frustrado por no saber tocar el violín a pesar que tiene muchos deseos de aprender.
5c816bcb2c5a1a6c5c353f7b24bba02f;48;10;16;22;1;28;9VH;Distintos forajidos del medio oeste se encuentran descansando de un largo día.
5c816bcb2c5a1a6c5c353f7b24bba02f;48;10;16;22;1;28;11;"En una época medieval,  un comerciante lleva su mercancía a través de las montañas.	"
5c816bcb2c5a1a6c5c353f7b24bba02f;48;10;16;22;1;28;13HM;Un hombre acaba de asesinar a una mujer... Algo que se nota le ha llevado trabajo.
b687055c73b605967b783eeae57c0406;63;18;21;24;1;21;1;carlitos, él tiene varios dias intentanto aprender como tocar el violin. Pero aun tiene que leer toda la teoria cuando quiero solo tocar.
b687055c73b605967b783eeae57c0406;63;18;21;24;1;21;9VH;un grupo de trabajadores descansando despues de un largo dia de trabajo en la fabrica.
b687055c73b605967b783eeae57c0406;63;18;21;24;1;21;11;una cascada donde los parajos y animales suelen moverse libremente.
b687055c73b605967b783eeae57c0406;63;18;21;24;1;21;13HM;un hombre cansado saliendo a trabajar despues fe una noche de pasion con su esposa
a3268088e520bc3c84122621aa2792d7;31;12;5;14;2;52;1;un niño llamado manolito, sus papás querían que fuera un gran violinista y aunque el era un niño muy aplicado por las tardes soñaba con bajar a la calle y jugar con otros niños a las canicas.
a3268088e520bc3c84122621aa2792d7;31;12;5;14;2;52;9VH;Juan terminaba de trabajar y con los demás compañeros se recortaban al sol en la pradera, descansando y dejándose calentar por el sol de primavera y a veces soñaba con lo que haría cuando tuviera suficiente dinero tal vez un largo viaje, para conocer sitios nuevos pero en el fondo era un hombre tranquilo y realista y lo que apreciaba de todo eran esos pequeños momentos de quietud bajo el sol.
a3268088e520bc3c84122621aa2792d7;31;12;5;14;2;52;11;En esa cueva el agua se filtraba discurriendo por las rocas y creando bellas cascadas que con la luz que se filtraba por pequeñas chimeneas naturales hacían que esas gotas de agua parecieran diamantes.
a3268088e520bc3c84122621aa2792d7;31;12;5;14;2;52;13HM;Pedro era el único doctor de la comarca, cada día recorría los distintos pueblos intentando ayudar a sus habitantes. Pero en aquella ocasión no había podido, había luchado contra una enfermedad que había ganado la batalla, y a pesar de que durante toda la noche había luchado con denuedo finalmente se había llevado en sus garras a aquella mujer.
c2c1f499a1f3099f965c62ce27b22160;36;16;7;13;1;22;9VH;Hay un grupo de trabajadores, que están un poco cansados de tener que mostrar ser machitos y entonces han decidido apoyarse los unos en los otros y darse mucho afecto en público.
c2c1f499a1f3099f965c62ce27b22160;36;16;7;13;1;22;13N;Había una vez una mujer que vivía sola, pero cuidaba de todo el vencindario. Un día oyó ruido en la escalera, salió corriendo y vio que había un niño en el rellano, que estaba intentando trepar la escalera y se había hecho daño. Fue corriendo a ayudarle y le llevó a su casa, le dio de comer y todo eso.
c2c1f499a1f3099f965c62ce27b22160;36;16;7;13;1;22;1;Hay un niño cuyos padres le han oblidado a tocar el violín, y aunque él lo hace a veces se siente muy frustrado porque no sabe hasta qué punto quiere dedicar su vida la música y está pensando que a lo mejor su vida debe encaminarse hacia otro lado, hacer otros tipos de música que no incluyan el clásico, pero sus padres no le hacen caso.
c2c1f499a1f3099f965c62ce27b22160;36;16;7;13;1;22;11;Un día me propuse cruzar la montaña, subí a lo más alto de la montaña y vi una cascada y de repente vi un arco y un peregrino andante que estaba por ahí y dije por fin he llegado a mi meta, voy a descansar.
f218eb77c97d846957ea8dc03ad38075;63;19;19;25;1;38;1;un niño que quería tocar una guitarra pero le regalaron un violín.
f218eb77c97d846957ea8dc03ad38075;63;19;19;25;1;38;9VH;Estaba tumbado con sus amigos, viajando en un tren destino a lo desconocido.
f218eb77c97d846957ea8dc03ad38075;63;19;19;25;1;38;11;En su viaje en elefante tenía que cruzar una gran catarata. Fue lento y tortuoso, pero al final lo consiguió.
f218eb77c97d846957ea8dc03ad38075;63;19;19;25;1;38;13HM;La acababa de conocer en una discoteca y habían pasado la noche juntos. Y ahí estaba ella, muerta por un ataque al corazón. Y el sin saber que hacer…
23f4adb9ec86f27ff862e19d73b7c5ba;38;14;11;13;2;53;1;un niño que estaba triste porque no podía tocar el violín, por más que lo intentaba las notas no salían.
23f4adb9ec86f27ff862e19d73b7c5ba;38;14;11;13;2;53;9VH;un puñado de jornaleros descansando tras la siega.
23f4adb9ec86f27ff862e19d73b7c5ba;38;14;11;13;2;53;11;una cascada mágica que atraía a las aves.
23f4adb9ec86f27ff862e19d73b7c5ba;38;14;11;13;2;53;!·HM;un hombre enajenado por los celos que terminan con la vida de su pareja.
adff4bad8eb6b95a40b3d7d325607d7a;49;19;13;17;2;53;1;un niño que tenía que ir q clases de violín todos los días después del cole porque sus padres querían que fuera un buen violinista pero  a el no le gustaba nada y esta desmotivado
adff4bad8eb6b95a40b3d7d325607d7a;49;19;13;17;2;53;9VH;un grupo de amigos que se fueron a comer y a pasar el día al campo y ahora se están echando una siesta después de tomar una copas 
adff4bad8eb6b95a40b3d7d325607d7a;49;19;13;17;2;53;11;un puente en ruinas entre una montaña y una cascada y un grupo de personas caminando entre las montañas
adff4bad8eb6b95a40b3d7d325607d7a;49;19;13;17;2;53;13HM;un hombre que acaba de matar a su mujer porque estaba sufriendo mucho porque estaba muy enferma
0496b449d5006fe4c1bcc37a208a0e00;41;13;10;18;2;56;1;un violín q no quería sonar y Carlitos q confiaba en él y sabía q sus cuerdas robustas pero suaves, tensas y firmes sólo necesitaban q una persona les diera el cariño y el amor suficiente para q empezara a emitir algunas notas. Hoy Carlitos como todas las mañanas se quedó mirándole y esperando q confiara en él para poder empezar a acariciar sus cuerdas y su mástil con todo el amor q Carlos tenía en su interior.
0496b449d5006fe4c1bcc37a208a0e00;41;13;10;18;2;56;9VH;un día de campo de q pasamos Todos mis amigos y sus padres, fue lo q los mayores llamarían ... un día de hombres !!!!!! Jajaja q ilusión nos hizo ..... lo mejor de todo fue la organización y la ilusión de prepararlo, disfrutar del camino es lo importante
0496b449d5006fe4c1bcc37a208a0e00;41;13;10;18;2;56;11;un día en q nos decidimos a aventurarnos en un viaje a el interior de la naturaleza.... para encontrar La Paz y la turbulencia de una cascada pero no por eso menos bella.
0496b449d5006fe4c1bcc37a208a0e00;41;13;10;18;2;56;13HM;la historia de un hombre enamorado de sí mismo y aunque enamoraba a las mujeres solo por diversión , jamás pensó q un día podría querer tanto a una,  como para sufrir por su pérdida. Hoy es el día q Ángels me dejó y ahora no quiero ver mi futuro sin ella.
116457052e0ddfbabafad6f14feb1ab;57;21;16;20;1;39;1;un niño llamado Antonio que se aburría muchísimo en el colegio, hasta que aprendió que lo divertido es aprender siendo protagonista.
116457052e0ddfbabafad6f14feb1ab;57;21;16;20;1;39;9VH;un jornalero que tras largas horas de trabajo dormía junto con sus compañeros en el campo.
116457052e0ddfbabafad6f14feb1ab;57;21;16;20;1;39;11;Un precioso lugar donde se respiraba y paz y donde acudían la gente cuando querían desconectar de la vida diaria.
116457052e0ddfbabafad6f14feb1ab;57;21;16;20;1;39;13HM;Un hombre que al llegar a casa encontró a su mujer fallecida en la cama.
09b89a244fb718e7105a2dc2bb05cd86;47;8;18;21;2;28;1;El violín soñaba con cada roce y el niño soñaba con cada nota.
09b89a244fb718e7105a2dc2bb05cd86;47;8;18;21;2;28;9VH;La felicidad del sudor y del cansancio no parecía compararse a nada.
09b89a244fb718e7105a2dc2bb05cd86;47;8;18;21;2;28;11;Se levantó y vio que nada podía ser más bello y nadie podría contemplarlo igual
09b89a244fb718e7105a2dc2bb05cd86;47;8;18;21;2;28;13HM;Atados y demacrados por una rutina absurda y obligatoria
eda6d4d68e36841114681ac150e60234;43;15;11;17;2;34;1;un niño al que le gustaba mucho tocar el violín. Él era muy perfeccionista por lo que en más de una ocasión se frustraba cuando una partitura no lograba reproducirla con su adorado violín. Pedro, cómo así se llamaba el niño, logró sacar fuerzas y a base de esfuerzo perseverancia alcanzó reproducir toda clase de partituras.
eda6d4d68e36841114681ac150e60234;43;15;11;17;2;34;9VH;Después de un largo día de trabajo, llegó la plácida siesta. Mereció la pena aguantar un poco más y saborear ese delicioso cochinillo que con tanto cariño prepara mi tía Julieta.
eda6d4d68e36841114681ac150e60234;43;15;11;17;2;34;11;Un sendero abrupto por el que Manuel y Alicia decidieron pasar para poder llegar a la hermosa cascada que quedaba cerca de la casa de sus primos.
eda6d4d68e36841114681ac150e60234;43;15;11;17;2;34;13HM;El placer de tocar a una mujer estraña pronto se desvaneció al recordar a su amada Elena. No conseguía quitársela de la cabeza. Por más que buscaba distracciones. No lo consiguió hasta que decidió cambiar de vida y viajar hasta la India. Allí montó un complejo hotelero y conoció a Kira, una hermosa mujer.
039dd653b1739fddd915a54b67f98585;55;19;17;19;1;40;1;un niño ciego llamado Lilo. Lilo, a pesar de no poder ver, era extremadamente inteligente y tenía una actitud muy positiva hacia la vida. Además, Lilo era un apasionado de la música, pero no siempre le gustaba lo que escuchaba, por lo que decidió aprender a tocar el violín y poder escuchar aquellos acordes que realmente le gustaban y le hacían sentir vien. Lilo era un apasinoado de canciones alegres, emocionantes, canciones que mientras las tocaba y escuchaba le hacían tremendamente feliz.
039dd653b1739fddd915a54b67f98585;55;19;17;19;1;40;9VH;un grupo de amigos cuya principal diversión era atracar bancos. Esa diversión les llevó, en muy poco tiempo a ser fugitivos de la justicia y sobretodo, fujitivos de su vida, sin poder hacer lo que querían en el momento que querían. Ninguno de ellos se alegraba de su pasado y si pudieran dar marcha atrás, ninguno de ellos volvería a dar los pasos dados. Sin embargo, cada día soñaban con haber tomado nuevos pasos en su vida que les hcieran seguir en libertad.
039dd653b1739fddd915a54b67f98585;55;19;17;19;1;40;11;una hormiga aventurera llamada Lila. Lila no era una hormiga normal, Lila podía brillar en la oscuridad. Sin embargo, su vida se limitaba a tener que esconderse de noche porque sino, no dejaba dormir al resto de hormigas. Un día, encontró un conjunto de luciérnagas y supo que su lugar estaba con ellas. Nunca más se escondió y ahora, cada noche, ilumina su vida y la de los demás.
039dd653b1739fddd915a54b67f98585;55;19;17;19;1;40;13HM;un hombre que cada día debía levantarse excesivamente pronto para ir a trabajar. Se juraba cada día que haría algo para no tener que levantarse tan pronto y poder despertarse junto a su mujer, desayunar con ella, contarse cómo iban a pasar el día. En definitiva, ser una persona normal. Esa mañana, de nuevo, se dijo que debía luchar por conseguir esa normalidad y que si no la conseguía, tendría un nuevo día para intentarlo.
b81e5e2f672fda6c3028ba6610d1aaf2;34;14;7;13;2;24;1;un niño que le gustaba mucho la música, en especial el violín. Después de unos años estudiando música, una mañana se levantó y se sentó en la mesa con el violín en ella y pensó: ¿Realmente es esto lo que quiero seguir haciendo?
b81e5e2f672fda6c3028ba6610d1aaf2;34;14;7;13;2;24;9VH;un grupo de exploradores que iban a hacer un recorrido por una gran montaña pero se les hizo de noche y tuvieron que acampar todos juntos encima del césped.
b81e5e2f672fda6c3028ba6610d1aaf2;34;14;7;13;2;24;11;una cascada en mitad de la naturaleza, donde todos los animales, cuando se acercaba el buen tiempo, se dirigían para estar horas y horas allí, en ese sitio ten agradable.
b81e5e2f672fda6c3028ba6610d1aaf2;34;14;7;13;2;24;13HM;una pareja que dormían en una habitación donde la cama era muy pequeña. Casi siempre dormían mal, pero no tenían dinero para pagarse otra casa con una cama más grande. El hombre se acaba de despertar para irse a trabajar y,  como va dormido tan mal, se encuentra restregándose la cara para intentar despejarse del sueño que tiene.
6e863dc3f7e152fe5b0c12682649bea0;38;7;13;18;1;42;1;un niño queriendo tocar el violín y se quedó pensando a quien le podía pedir ayuda para que le enseñara.
6e863dc3f7e152fe5b0c12682649bea0;38;7;13;18;1;42;9VH;un grupo de cowboys que decidieron descansar en la hierba y comer todos juntos para continuar el viaje a lo largo del territorio de Texas.
6e863dc3f7e152fe5b0c12682649bea0;38;7;13;18;1;42;11;un desprendimiento de rocas que casi alcanza al viajero del alba y su compinche.
6e863dc3f7e152fe5b0c12682649bea0;38;7;13;18;1;42;13HM;una joven enferma que no pudo más y aprovecho un instante para dejar este mundo mientras su marido fue a buscar las medicinas.
78745724e1f30e09d0231d3c054c5c6e;47;14;13;20;1;66;1;Un niño que debia empezar a practicar para su clase de violin, pero  no esta a seguro de querer hacerlo ni siquiera dé que le guste ese instrumento.
78745724e1f30e09d0231d3c054c5c6e;47;14;13;20;1;66;9VH;un grupo de amigos descansando antes de volver al trabajo.
78745724e1f30e09d0231d3c054c5c6e;47;14;13;20;1;66;11;la aventura, el  campo, la naturaleza, descubrir, oler, sentir el sol que cae sobre la piel  y disfrutar.
